Index,Message,Codeword
0,0000,0000100
1,0001,0000101
2,0010,0000110
3,0011,0000111
4,0100,0001000
5,0101,0001001
6,0110,0001010
7,0111,0001011
8,1000,0001100
9,1001,0001101
10,1010,0001110
11,1011,0001111
12,1100,0010000
13,1101,0010001
14,1110,0010010
15,1111,0010011
