Index,Message,Codeword
0,0000,00000001000000010
1,0001,00000001000000011
2,0010,00000001000000100
3,0011,00000001000000101
4,0100,00000001000000110
5,0101,00000001000000111
6,0110,00000001000001000
7,0111,00000001000001001
8,1000,00000001000001010
9,1001,00000001000001011
10,1010,00000001000001100
11,1011,00000001000001101
12,1100,00000001000001110
13,1101,00000001000001111
14,1110,00000001000010000
15,1111,00000001000010001
